-6128636.215073145	19995929.886041995	0	0
402469.4814300825	4132959.3476582495	0	0
402469.4751587191	4132959.697141737	0	0
402469.4213867475	4132960.03817949	0	0
402469.39169314335	4132960.411047076	0	0
402469.43481448013	4132960.832773298	0	0
402469.4708252225	4132961.2372570955	0	0
402469.4892120652	4132961.6093350393	0	0
402469.50704958814	4132961.9612103417	0	0
402469.52787783503	4132962.2963353116	0	0
402469.5477905556	4132962.615064711	0	0
402469.56576540816	4132962.9183178837	0	0
402469.58836367546	4132963.3007145813	0	0
402469.6074524208	4132963.618833634	0	0
402469.6278534207	4132963.9598904587	0	0
402469.65879824647	4132964.2707348787	0	0
402469.6865692412	4132964.7051526033	0	0
402469.7078399947	4132965.0507565467	0	0
402469.7303772264	4132965.412275406	0	0
402469.7290344519	4132965.7330151503	0	0
402469.63865664497	4132966.1130810697	0	0
402469.4909973416	4132966.4062558142	0	0
402469.34550478845	4132966.7283535935	0	0
402469.2362976351	4132967.0193539583	0	0
402469.14584353304	4132967.3803616487	0	0
402469.0681915558	4132967.8026791536	0	0
402468.9788971236	4132968.275030226	0	0
402468.8772430696	4132968.7496853797	0	0
402468.78984072537	4132969.181966869	0	0
402468.7584533981	4132969.558828443	0	0
402468.78614809876	4132969.900602431	0	0
402468.7980041795	4132970.228406999	0	0
402468.75730898813	4132970.540334793	0	0
402468.7116852089	4132970.8496762244	0	0
402468.72003176593	4132971.1937314	0	0
402468.74082949513	4132971.5357953026	0	0
402468.72982790944	4132971.8604336726	0	0
402468.69018557586	4132972.3163281432	0	0
402468.66801455413	4132972.6336499187	0	0
402468.6485290801	4132973.0221081697	0	0
402468.6418457307	4132973.4174405076	0	0
402468.6690674118	4132973.764883134	0	0
402468.74386599497	4132974.0754300095	0	0
402468.8689270292	4132974.3909436143	0	0
402469.01895144506	4132974.707265947	0	0
402469.17190554464	4132974.9923382695	0	0
402469.3978271758	4132975.3561383197	0	0
402469.5525207808	4132975.7194500887	0	0
402469.6389618197	4132976.083990191	0	0
402469.6801300329	4132976.39320192	0	0
402469.6391144085	4132976.7291317917	0	0
402469.7031860644	4132977.086248491	0	0
402469.78698733216	4132977.420492266	0	0
402469.84222414985	4132977.737173172	0	0
402469.90399172815	4132978.032796951	0	0
402469.96995547356	4132978.3652859684	0	0
402469.9733581834	4132978.6814099276	0	0
402470.02476504224	4132979.0407544095	0	0
402470.092254666	4132979.3987561166	0	0
402470.1734314241	4132979.712148757	0	0
402470.21780398226	4132980.012235731	0	0
402470.26771548233	4132980.3111706707	0	0
402470.33923342556	4132980.7096386855	0	0
402470.3943786894	4132981.0204983656	0	0
402470.4505005166	4132981.34116182	0	0
402470.51127627405	4132981.690107438	0	0
402470.5787201209	4132982.076376052	0	0
402470.6547851836	4132982.510892957	0	0
402470.73312380794	4132982.958013623	0	0
402470.80216982757	4132983.351934522	0	0
402470.8820953652	4132983.808591933	0	0
402470.9632263457	4132984.2719479506	0	0
402471.0455932907	4132984.742384047	0	0
402471.13087466126	4132985.2297879164	0	0
402471.21743777324	4132985.7243405343	0	0
402471.3080292034	4132986.2417279207	0	0
402471.3993683133	4132986.7632885915	0	0
402471.4925079637	4132987.295362563	0	0
402471.5826111111	4132987.810148331	0	0
402471.67428591667	4132988.3339062664	0	0
402471.7667236616	4132988.861997698	0	0
402471.9036865523	4132989.6441479656	0	0
402471.9967041289	4132990.17558107	0	0
402472.0969848909	4132990.7483044565	0	0
402472.19770815736	4132991.3235531794	0	0
402472.29544070084	4132991.863439651	0	0
402472.39910891396	4132992.3712140033	0	0
402472.4988708775	4132992.8956891047	0	0
402472.5983734422	4132993.4415265024	0	0
402472.6936645792	4132993.967786884	0	0
402472.7853393845	4132994.468420119	0	0
402472.8797149935	4132994.9787045433	0	0
402472.97552492935	4132995.4957409804	0	0
402473.0717315958	4132996.0158673236	0	0
402473.1699219022	4132996.5476895263	0	0
402473.26852419844	4132997.08233461	0	0
402473.3707275679	4132997.6360913212	0	0
402473.47763064364	4132998.2153683626	0	0
402473.53427126724	4132998.5221081674	0	0
402473.59135439905	4132998.8312588646	0	0
402473.65072634595	4132999.152715775	0	0
402473.7118377961	4132999.483724683	0	0
402473.7731781284	4132999.8161068875	0	0
402473.83583071677	4133000.155469986	0	0
402473.897583036	4133000.490095229	0	0
402473.95872500434	4133000.8212491022	0	0
402474.02069094573	4133001.157140824	0	0
402474.0826111125	4133001.4925290057	0	0
402474.1457672405	4133001.8346234313	0	0
402474.20820620423	4133002.1728497487	0	0
402474.3332519814	4133002.8502026526	0	0
402474.443618802	4133003.447919937	0	0
402474.50311282027	4133003.77018556	0	0
402474.5608215622	4133004.0827618567	0	0
402474.61676028214	4133004.3856945913	0	0
402474.7235718061	4133004.964315507	0	0
402474.82443240227	4133005.510419938	0	0
402474.9198913862	4133006.027616595	0	0
402475.01049807447	4133006.5183011037	0	0
402475.0960998823	4133006.984068006	0	0
402475.1757812781	4133007.425283523	0	0
402475.2514496136	4133007.8429242084	0	0
402475.324295072	4133008.2394314725	0	0
402475.4280395786	4133008.7989407456	0	0
402475.4915924346	4133009.1446362436	0	0
402475.55174258235	4133009.4820309593	0	0
402475.60919192235	4133009.8057309133	0	0
402475.6872711468	4133010.2416058485	0	0
402475.74906924093	4133010.578153703	0	0
402475.85122683406	4133011.1314831674	0	0
402475.92370608205	4133011.526517959	0	0
402476.0014038374	4133011.9514218266	0	0
402476.0818939494	4133012.401990984	0	0
402476.1643829636	4133012.8594265934	0	0
402476.25271609344	4133013.3400708153	0	0
402476.3485412872	4133013.849874586	0	0
402476.451766997	4133014.394697283	0	0
402476.55726626323	4133014.961019607	0	0
402476.6117706569	4133015.2573910705	0	0
402476.66795351944	4133015.564497086	0	0
402476.72404482897	4133015.8733502333	0	0
402476.7808227813	4133016.1908245985	0	0
402476.83702090307	4133016.5090924236	0	0
402476.8940735135	4133016.834783646	0	0
402476.9500122359	4133017.1571484543	0	0
402477.0041504185	4133017.475523085	0	0
402477.0826874068	4133017.934202285	0	0
402477.13760378823	4133018.2482739417	0	0
402477.19200137176	4133018.5531979515	0	0
402477.2957458782	4133019.1332913353	0	0
402477.3881531046	4133019.6677304213	0	0
402477.4748535438	4133020.1811886765	0	0
402477.55624392396	4133020.6840725867	0	0
402477.6379852571	4133021.1729718177	0	0
402477.76988223125	4133021.921552747	0	0
402477.8510742469	4133022.3815670945	0	0
402477.93356325984	4133022.852232071	0	0
402478.0154571818	4133023.3275280893	0	0
402478.1022033979	4133023.825849624	0	0
402478.19546511705	4133024.356725783	0	0
402478.29026797134	4133024.906927199	0	0
